id	vernacularName	source	language	_languageName
27	atōspī	http://doi.org/10.1186/1746-4269-8-7	ISO 639:aaq	Abenaki
27	oto'pé	http://doi.org/10.1186/1746-4269-8-7	ISO 639:aaq	Abenaki
27	wdopi	http://doi.org/10.1186/1746-4269-8-7	ISO 639:aaq	Abenaki
27	atûshpî	http://doi.org/10.1186/1746-4269-8-7	ISO 639:moe	Montagnais
28	red alder	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
28	aulne rouge	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
29	alder	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
29	aulne	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
30	green alder	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
30	atōspīah	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
30	atōsbīah	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
30	atōspī	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
30	māthatōspī	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
30	mithkwatōspi	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
30	miskwatōspi	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
30	mihkwatōspi	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
31	green alder	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
31	aulne crispé	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
31	k'áilisën	http://doi.org/10.1186/1746-4269-8-7	ISO 639:chp	Chipewyan
31	māthatō(h)spī	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
31	shakâu tshîtshue	http://doi.org/10.1186/1746-4269-8-7	ISO 639:moe	Montagnais
31	k'oh	http://doi.org/10.1186/1746-4269-8-7	ISO 639:chp	Chipewyan
32	fly agaric	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
32	amanite tue-mouche	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
33	Saskatoon serviceberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
33	juneberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
33	amélanchier à feuilles d'aulne	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
33	petites poires	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
33	misaskatoomena	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
33	misakwatōminatik	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
33	msāskwatuwmin	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
33	saskwatoomina	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
33	saskwatōmin	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
33	k'ęàjie	http://doi.org/10.1186/1746-4269-8-7	ISO 639:chp	Chipewyan
34	Bartram's shadbush	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
34	amélanchier	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
34	de Bartram	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
34	atûminânakashî	http://doi.org/10.1186/1746-4269-8-7	ISO 639:moe	Montagnais
35	shadbush	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
35	serviceberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
35	amélanchier du Canada	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
35	gizigwa'komĭnaga'wûnj	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
36	smooth juneberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
36	glabrous shadbush	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
36		http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
36	amélanchier glabre	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
36	petites poires	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
36	goziga'gominaga'wûnj	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
37	leadplant	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
37	faux indigo	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
37	we'abŏnag'kak	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
38	hogpeanut	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
38	amphicarpe bractéolée	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
39	pearly overlasting	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
39	anaphale marguerite	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
39	immortelle	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
39	wa'bigwûn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
39	basi'bagûk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
39	kawapukanik	http://doi.org/10.1186/1746-4269-8-7	ISO 639:atj	Atikamekw
40	glaucous-leaved bog rosemary	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
40	andromède glauque	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
40	kakouboushk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
41	northern fairy-candelabra	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
41	androsace septentrionale	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
42	big bluestem	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
42	barbon de Gérard	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
42	mûckode'kanĕs	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
43	Canadian anemone	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
43	anémone du Canada	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
43	wabesgung	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
43	mîdewidji'bîk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
44	thimble-weed	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
44	anémone cylindrique	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
44	gande gwa'sonînke'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
45	wind-flower	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
45	anémone multifide	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
46	anemone	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
46	anémone	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
46	wisŏg'ibŏk'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
47	lesser cat's-foot	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
47	antennaire néodioïque	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
47	immortelle	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
47	gagîge'bûg	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
48	lesser pussytoes	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
48	antennaire négligée	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
48	gagîge'bûg	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
49	woman's tobacco	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
49	antennaire à feuilles de plantain	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
50	spreading dogbane	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
50	apocyn à feuilles d'androsème	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
50	herbe à puce	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
50	gobe-mouches	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
50	tōtōsāpowask	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
50	ma'kwona'gĭc odji'bĭk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
50	wesa'wûckwûn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
50	sasa'bikwan	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
51	Indian hemp	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
51	apocyn chanvrin	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
52	wild columbine	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
52	ancolie du Canada	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
53	bristly sarsaparilla	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
53	dwarf-elder	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
53	aralie hispide	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
53	salsepareille	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
53	nishitshikâta	http://doi.org/10.1186/1746-4269-8-7	ISO 639:moe	Montagnais
54	wild sarsaparilla	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
54	aralie à tige nue	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
54	salsepareille	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
54	ba-gwa-nan	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
54	wabos'odji'bĭk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
54	bebamabi'k	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
54	wāposōcēpīhk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
54	wāposocīpihk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
54	wāpōsogībī	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
54	gajíé	http://doi.org/10.1186/1746-4269-8-7	ISO 639:chp	Chipewyan
54	wapacak	http://doi.org/10.1186/1746-4269-8-7	ISO 639:atj	Atikamekw
54	saçat'sek	http://doi.org/10.1186/1746-4269-8-7	ISO 639:aaq	Abenaki
54	sasôgsek	http://doi.org/10.1186/1746-4269-8-7	ISO 639:aaq	Abenaki
55	spikenard	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
55	petty morel	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
55	life-of-man	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
55	aralie à grappes	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
55	grande salsepareille	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
55	anis sauvage	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
55	či-kadak	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
55	o'kadak'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
55	skidjinawi'widjp'k'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:pgm	Malecite
56	burdock	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
56	bardane majeure	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
57	burdock	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
57	bardane mineure	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
57	wi'sûgibûg'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
57	gi'masan	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
57	wi'sûgibûg	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
57	saga'dabohag	http://doi.org/10.1186/1746-4269-8-7	ISO 639:aaq	Abenaki
57	oné'bag	http://doi.org/10.1186/1746-4269-8-7	ISO 639:aaq	Abenaki
58	alpine bearberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
58	busserole alpine	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
58	sah-gah-go-me-nah-gah-shen	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
58	bi-gwa-dji-mi-squa-bimag	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
59	bearberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
59	raisin d'ours	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
59	kinnikinnick	http://doi.org/10.1186/1746-4269-8-7	ISO 639:alg	Algonquian
59	āchiygasipuk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
59	muskimina	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
59	muskominanatik	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
59	pithīkōmin	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
59	kinnikinick	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
59	dé(lh)ni	http://doi.org/10.1186/1746-4269-8-7	ISO 639:chp	Chipewyan
59	saga'komĭnagûnj'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
59	me-squah-be-mag	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
60	Indian turnip	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
60	jack-in-the-pulpit	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
60	petit prêcheur	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
60	pogdjinsgwewiwazis	http://doi.org/10.1186/1746-4269-8-7	ISO 639:pgm	Malecite
60	sag-a-ba	http://doi.org/10.1186/1746-4269-8-7	ISO 639:mic	Mi'kmaq
